accuracy,loss,val_accuracy,val_loss,learning_rate
0.20970258116722107,1.7923837900161743,0.24548286199569702,1.7864298820495605,9.999999747378752e-05
0.18516014516353607,1.7919584512710571,0.20000000298023224,1.7863824367523193,9.999999747378752e-05
0.1904638111591339,1.790702223777771,0.2170301079750061,1.78616464138031,9.999999747378752e-05
0.18557612597942352,1.7903807163238525,0.24506749212741852,1.783663272857666,9.999999747378752e-05
0.1953514963388443,1.7883936166763306,0.23717549443244934,1.7808693647384644,9.999999747378752e-05
0.19930323958396912,1.7876880168914795,0.22990654408931732,1.7779114246368408,9.999999747378752e-05
0.20179907977581024,1.785732626914978,0.24714434146881104,1.7778053283691406,9.999999747378752e-05
0.20361897349357605,1.7847028970718384,0.2529594898223877,1.7757066488265991,9.999999747378752e-05
0.214174285531044,1.7828222513198853,0.23281411826610565,1.7714569568634033,9.999999747378752e-05
0.210066556930542,1.7823679447174072,0.2517133951187134,1.7721072435379028,9.999999747378752e-05
0.20840266346931458,1.7816962003707886,0.2506749629974365,1.7731688022613525,9.999999747378752e-05
0.20018719136714935,1.7803245782852173,0.23198337852954865,1.7731549739837646,9.999999747378752e-05
0.196807399392128,1.778436303138733,0.22201453149318695,1.7740974426269531,9.999999747378752e-05
0.2077787071466446,1.7779405117034912,0.23322948813438416,1.7684376239776611,9.999999747378752e-05
0.21043053269386292,1.775183916091919,0.238213911652565,1.7685867547988892,9.999999747378752e-05
0.21521422266960144,1.7745006084442139,0.23156802356243134,1.7679334878921509,9.999999747378752e-05
0.21984192728996277,1.7720311880111694,0.23800623416900635,1.764026403427124,9.999999747378752e-05
0.21043053269386292,1.7712503671646118,0.24548286199569702,1.763797402381897,9.999999747378752e-05
0.21344633400440216,1.769801378250122,0.23468327522277832,1.762270450592041,9.999999747378752e-05
0.21589018404483795,1.8327832221984863,0.23489096760749817,1.7613317966461182,9.999999747378752e-05
0.21620216965675354,1.7684611082077026,0.238213911652565,1.7606161832809448,9.999999747378752e-05
0.21932196617126465,1.767430305480957,0.23966769874095917,1.7575583457946777,9.999999747378752e-05
0.2164621502161026,1.7645769119262695,0.23634475469589233,1.760175108909607,9.999999747378752e-05
0.22077786922454834,1.7650065422058105,0.23883697390556335,1.757497787475586,9.999999747378752e-05
0.2197379320859909,1.764065146446228,0.24631360173225403,1.7555588483810425,9.999999747378752e-05
