accuracy,loss,val_accuracy,val_loss,learning_rate
0.18328827619552612,2.427609443664551,0.3231768310070038,1.8873575925827026,9.999999747378752e-05
0.23258110880851746,1.8975460529327393,0.3639693558216095,1.5978398323059082,9.999999747378752e-05
0.27443844079971313,1.7247296571731567,0.4333999454975128,1.509728193283081,9.999999747378752e-05
0.3154118061065674,1.6497607231140137,0.4467199444770813,1.4397974014282227,9.999999747378752e-05
0.3430740535259247,1.585322380065918,0.45404595136642456,1.386305809020996,9.999999747378752e-05
0.36116889119148254,1.5391960144042969,0.4743589758872986,1.3578159809112549,9.999999747378752e-05
0.3931468427181244,1.475562334060669,0.48618048429489136,1.3267046213150024,9.999999747378752e-05
0.4229409396648407,1.4418455362319946,0.5083249807357788,1.279281497001648,9.999999747378752e-05
0.44067180156707764,1.382211446762085,0.5033299922943115,1.3574001789093018,9.999999747378752e-05
0.45523086190223694,1.3476210832595825,0.5054945349693298,1.2781352996826172,9.999999747378752e-05
0.4615744650363922,1.3448865413665771,0.5346320271492004,1.220064401626587,9.999999747378752e-05
0.47946131229400635,1.3037487268447876,0.5399600267410278,1.2696213722229004,9.999999747378752e-05
0.4905366003513336,1.2633676528930664,0.5511155724525452,1.1792216300964355,9.999999747378752e-05
0.5072795152664185,1.232883095741272,0.5537795424461365,1.1544809341430664,9.999999747378752e-05
0.5126351714134216,1.2074596881866455,0.5647685527801514,1.1334763765335083,9.999999747378752e-05
0.5168989300727844,1.1991124153137207,0.5652680397033691,1.1388200521469116,9.999999747378752e-05
0.5223585963249207,1.1683030128479004,0.5657675862312317,1.1319867372512817,9.999999747378752e-05
0.5272982716560364,1.1567202806472778,0.5807525515556335,1.1066607236862183,9.999999747378752e-05
0.5317699909210205,1.1334811449050903,0.5629370808601379,1.149239182472229,9.999999747378752e-05
0.5456010699272156,1.1036030054092407,0.580919086933136,1.0974702835083008,9.999999747378752e-05
0.5581322908401489,1.0916956663131714,0.5799200534820557,1.0964397192001343,9.999999747378752e-05
0.5587042570114136,1.065635085105896,0.5759240984916687,1.1239415407180786,9.999999747378752e-05
0.5595881938934326,1.0627901554107666,0.5807525515556335,1.1593382358551025,9.999999747378752e-05
0.5713394284248352,1.0413435697555542,0.5765900611877441,1.1181503534317017,9.999999747378752e-05
0.5811668038368225,1.0139511823654175,0.5754245519638062,1.1265869140625,9.999999747378752e-05
0.5799188613891602,1.0114949941635132,0.5659340620040894,1.1550780534744263,9.999999747378752e-05
0.588550329208374,0.977108359336853,0.5784215927124023,1.130786418914795,9.999999747378752e-06
0.5977537631988525,0.9393173456192017,0.5857475996017456,1.1098994016647339,9.999999747378752e-06
0.6139246821403503,0.9125614762306213,0.5837495923042297,1.1123813390731812,9.999999747378752e-06
0.616420567035675,0.910479724407196,0.5877456068992615,1.1104414463043213,9.999999747378752e-06
