,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.2714367210865021,1.8469220399856567,0.3617159426212311,1.703237771987915,0.0010000000474974513
1,0.3608444631099701,1.658154010772705,0.3727656900882721,1.6365556716918945,0.0010000000474974513
2,0.3952164053916931,1.5992319583892822,0.3230419158935547,1.7757792472839355,0.0010000000474974513
3,0.4079075753688812,1.5658435821533203,0.2989925146102905,1.8281317949295044,0.0010000000474974513
4,0.4269443452358246,1.5241687297821045,0.381540447473526,1.5927015542984009,0.0010000000474974513
5,0.43398144841194153,1.497092843055725,0.43581411242485046,1.5036239624023438,0.0010000000474974513
6,0.45354703068733215,1.4699515104293823,0.4839129149913788,1.4946160316467285,0.0010000000474974513
7,0.46383827924728394,1.44541597366333,0.49593761563301086,1.403339147567749,0.0010000000474974513
8,0.4633908271789551,1.4253565073013306,0.5053623914718628,1.4021821022033691,0.0010000000474974513
9,0.46831271052360535,1.412544846534729,0.4943126440048218,1.392556071281433,0.0010000000474974513
10,0.4755125343799591,1.399825096130371,0.5310367345809937,1.3099006414413452,0.0010000000474974513
11,0.4740481674671173,1.3964310884475708,0.5121871829032898,1.3541476726531982,0.0010000000474974513
12,0.4767328202724457,1.3800545930862427,0.4650633633136749,1.4391587972640991,0.0010000000474974513
13,0.47876667976379395,1.3786481618881226,0.4117647111415863,1.5037217140197754,0.0010000000474974513
14,0.4815326929092407,1.3660753965377808,0.5011374950408936,1.368952751159668,0.0010000000474974513
15,0.4901562035083771,1.3626936674118042,0.5372115969657898,1.2706559896469116,0.0010000000474974513
16,0.4875122010707855,1.3555424213409424,0.5144621133804321,1.3618351221084595,0.0010000000474974513
17,0.4940204918384552,1.3424251079559326,0.4962625801563263,1.369213581085205,0.0010000000474974513
18,0.492393434047699,1.3421958684921265,0.5190120339393616,1.317808747291565,0.0010000000474974513
19,0.49507808685302734,1.336887001991272,0.5456613302230835,1.2881776094436646,0.0010000000474974513
20,0.4934510290622711,1.3361471891403198,0.5446863770484924,1.269339919090271,0.0010000000474974513
21,0.4947526752948761,1.3379005193710327,0.5563861131668091,1.2618823051452637,0.0010000000474974513
22,0.5023592710494995,1.3268091678619385,0.536236584186554,1.301835060119629,0.0010000000474974513
23,0.5009355545043945,1.321458339691162,0.5469613075256348,1.264053463935852,0.0010000000474974513
24,0.4986576735973358,1.3300364017486572,0.5537861585617065,1.2519257068634033,0.0010000000474974513
25,0.5024812817573547,1.318985939025879,0.5388365387916565,1.2684983015060425,0.0010000000474974513
26,0.5028880834579468,1.3161405324935913,0.548261284828186,1.2474462985992432,0.0010000000474974513
27,0.5021965503692627,1.315625548362732,0.5284367799758911,1.2945139408111572,0.0010000000474974513
28,0.5035795569419861,1.311435341835022,0.5131621956825256,1.3245563507080078,0.0010000000474974513
29,0.5095183849334717,1.2983478307724,0.5372115969657898,1.2527034282684326,0.0010000000474974513
30,0.5099658370018005,1.2996513843536377,0.5573610663414001,1.2176668643951416,0.0010000000474974513
31,0.5110641121864319,1.2850393056869507,0.5580110549926758,1.2317413091659546,0.0010000000474974513
32,0.5107386708259583,1.2987627983093262,0.5186870098114014,1.3101704120635986,0.0010000000474974513
33,0.5080133676528931,1.2946850061416626,0.5638608932495117,1.2189844846725464,0.0010000000474974513
34,0.5163114070892334,1.2893271446228027,0.5485863089561462,1.2667182683944702,0.0010000000474974513
35,0.5091116428375244,1.2934774160385132,0.561260998249054,1.2369256019592285,0.0010000000474974513
36,0.5150097608566284,1.2885509729385376,0.5326616764068604,1.3011071681976318,0.0010000000474974513
37,0.5138708353042603,1.2864625453948975,0.5550861358642578,1.2472198009490967,0.0010000000474974513
38,0.5111861228942871,1.2864457368850708,0.559311032295227,1.2367898225784302,0.0010000000474974513
39,0.5155792236328125,1.2802916765213013,0.5466363430023193,1.2648416757583618,0.0010000000474974513
40,0.5139928460121155,1.279003620147705,0.5495612621307373,1.2604509592056274,0.0010000000474974513
41,0.5151317715644836,1.276711106300354,0.5557361245155334,1.2064224481582642,0.0010000000474974513
42,0.5131386518478394,1.2773218154907227,0.5167371034622192,1.3366420269012451,0.0010000000474974513
43,0.5154572129249573,1.2753198146820068,0.5583360195159912,1.2323448657989502,0.0010000000474974513
44,0.5156605839729309,1.2776618003845215,0.5628859400749207,1.2034052610397339,0.0010000000474974513
45,0.5186300277709961,1.2685139179229736,0.5355865955352783,1.284462332725525,0.0010000000474974513
46,0.5200943946838379,1.26637864112854,0.5463113188743591,1.2375235557556152,0.0010000000474974513
47,0.516636848449707,1.2721236944198608,0.5567110776901245,1.2329473495483398,0.0010000000474974513
48,0.5187520384788513,1.2628490924835205,0.5547611117362976,1.2308412790298462,0.0010000000474974513
49,0.5210705995559692,1.257655382156372,0.5469613075256348,1.2695486545562744,0.0010000000474974513
50,0.5224129557609558,1.261861801147461,0.5313616991043091,1.2858078479766846,0.0010000000474974513
51,0.5194435119628906,1.2618176937103271,0.5554111003875732,1.2251112461090088,0.0010000000474974513
52,0.5191994905471802,1.266119360923767,0.5547611117362976,1.254742980003357,0.0010000000474974513
53,0.5174096822738647,1.2533543109893799,0.5385115146636963,1.2928019762039185,0.0010000000474974513
54,0.5218027830123901,1.2611383199691772,0.5671108365058899,1.2252676486968994,0.0010000000474974513
55,0.518955409526825,1.2628204822540283,0.5602859854698181,1.2222342491149902,0.0010000000474974513
56,0.5235925912857056,1.2557986974716187,0.5586610436439514,1.2070304155349731,0.0010000000474974513
57,0.5231451392173767,1.2563402652740479,0.5641859173774719,1.2188879251480103,0.0010000000474974513
58,0.5203384160995483,1.2508878707885742,0.5589860081672668,1.193684697151184,0.0010000000474974513
59,0.525260329246521,1.2538758516311646,0.5479363203048706,1.2359100580215454,0.0010000000474974513
60,0.5223722457885742,1.2555789947509766,0.5615859627723694,1.2247402667999268,0.0010000000474974513
61,0.5210705995559692,1.2494200468063354,0.5635359287261963,1.2107033729553223,0.0010000000474974513
62,0.5220061540603638,1.2392446994781494,0.5635359287261963,1.210322380065918,0.0010000000474974513
63,0.5274568796157837,1.2472690343856812,0.5664608478546143,1.2070024013519287,0.0010000000474974513
